[6, 10, 20, 30, 40, 50, 60, 80, 100]
[160, 256, 304, 496, 576, 672, 736, 880, 1232]
[880.8788228306989, 1661.0336018044209, 2283.6837173599365, 4184.71707238616, 5025.11821786915, 6463.256921430735, 7398.1629346505915, 9610.103745210145, 14890.962750415556]
[0.9275721395896914, 0.8765036497002077, 0.761409401283377, 0.635834340486448, 0.5332770762244414, 0.4336508904380541, 0.3522647540785011, 0.2192384194861203, 0.10352376032351056]
[1, 1, 1, 1, 1, 1, 1, 1, 1]
[0.9558895783575598, 0.9275689688183277, 0.8603841919146961, 0.7980656776819048, 0.7402609576967045, 0.6866430931872, 0.636908825893878, 0.5479862854900422, 0.47147873742168583]
[0.9850934380853521, 0.9752793831785673, 0.9511698752531668, 0.9276563692349433, 0.9047241315891249, 0.8823587930030066, 0.8605463393821574, 0.8185257542796961, 0.7785570395897228]
[0.9890548353295385, 0.9811700348643992, 0.9626946373158062, 0.9426789411643329, 0.9240034012385748, 0.9075119613694453, 0.8895331192339418, 0.8554924148377158, 0.8293661352855808]
[0.9959606326786291, 0.9874933910771809, 0.9664495155466102, 0.9110755883528954, 0.8617441151383797, 0.7886995820760867, 0.7225294290344686, 0.5713450394551421, 0.3400487577328685]
[10, 16, 19, 31, 36, 42, 46, 55, 77]
[570, 975, 1725, 2820, 3615, 4320, 5235, 6795, 8550]
[2056.830313339779, 3558.665074740797, 6137.394707516448, 10378.038468912475, 13634.37787752048, 16767.882149930323, 20214.729111105153, 26758.140064793974, 35488.420767425545]
[0.9027192765386739, 0.8319565762828116, 0.6646111884141167, 0.48277009578478336, 0.3418142290172639, 0.22890907035290273, 0.14271206891378066, 0.048245652748360054, 0.010967760044574205]
[1, 1, 1, 1, 1, 1, 1, 1, 1]
[0.9558895783575598, 0.9275689688183277, 0.8603841919146961, 0.7980656776819048, 0.7402609576967045, 0.6866430931872, 0.636908825893878, 0.5479862854900422, 0.47147873742168583]
[0.9850934380853521, 0.9752793831785673, 0.9511698752531668, 0.9276563692349433, 0.9047241315891249, 0.8823587930030066, 0.8605463393821574, 0.8185257542796961, 0.7785570395897228]
[0.9684910757595271, 0.9474065091141413, 0.9011784036598737, 0.8486723814588908, 0.8088788946494793, 0.7648052219533468, 0.7245814454830861, 0.6542850662093631, 0.5849270275271063]
[0.9898558186397017, 0.9707089637968451, 0.9011692477877018, 0.7683773022485062, 0.6309655015161825, 0.49401016261792663, 0.3593535708935932, 0.16439520293362644, 0.05108150725137029]
[52, 90, 164, 266, 343, 410, 500, 654, 815]
