[6, 10, 20, 30, 40, 50, 60, 80]
[160, 288, 528, 640, 736, 896, 1008, 1504]
[841.0210769731161, 2036.3343274946453, 4186.413528934034, 5416.046605139567, 6658.032813893349, 9032.265241002395, 10298.932323177178, 18127.356614470867]
[0.9111640889163602, 0.8474400743400002, 0.6948898576979595, 0.5647078228678063, 0.4503327892171372, 0.3381881693114484, 0.2584232493571143, 0.10486277138648006]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.941622806914376, 0.9046104802746174, 0.8183201210226742, 0.7402609576967043, 0.669647820470564, 0.6057704364907279, 0.547986285490042, 0.44842820346097706]
[0.9850934380853521, 0.9752793831785673, 0.9511698752531667, 0.9276563692349434, 0.9047241315891249, 0.8823587930030066, 0.8605463393821575, 0.818525754279696]
[0.9860906369990012, 0.9752977125970468, 0.9502544225688346, 0.927708673390002, 0.9047921471137097, 0.8806777104745717, 0.861504887570608, 0.8178301806491581]
[0.9961514342616716, 0.9848750447498338, 0.9394956128616244, 0.8864213578030812, 0.8215275137514567, 0.7184360452966216, 0.636106577361979, 0.34932762396166706]
[10, 18, 33, 40, 46, 56, 63, 94]
[840, 1200, 2520, 3510, 4815, 6015, 7245, 9600]
[3160.933201833005, 4732.000997515061, 9466.120514963743, 12940.225963011373, 18550.447217752833, 24064.41275053243, 29087.158769229183, 39582.7306891327]
[0.8739122949724724, 0.7880440109586971, 0.5737150026482953, 0.39749484569446597, 0.24260751149967025, 0.13537384939101965, 0.07046503679894271, 0.014384317185629051]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.941622806914376, 0.9046104802746174, 0.8183201210226742, 0.7402609576967043, 0.669647820470564, 0.6057704364907279, 0.547986285490042, 0.44842820346097706]
[0.9850934380853521, 0.9752793831785673, 0.9511698752531667, 0.9276563692349434, 0.9047241315891249, 0.8823587930030066, 0.8605463393821575, 0.818525754279696]
[0.956932890672013, 0.9286373107007028, 0.8640945798906345, 0.8040377382995528, 0.7481550048510692, 0.6947646516921677, 0.6477715799982754, 0.5608570645557491]
[0.9845368420657359, 0.9618640332569984, 0.8530089910658223, 0.7199181002456964, 0.5352418013156104, 0.36453881005334826, 0.2306788841606057, 0.06987338585862476]
[76, 111, 236, 334, 455, 572, 686, 911]
