[1, 2, 3, 4]
[6, 10, 20, 30, 40, 50, 60, 80]
[192, 336, 576, 800, 896, 1056, 1248, 1504]
[1088.2184799126815, 2143.395544639641, 4439.153452305848, 6775.646567300497, 8475.139881749974, 10191.042201697375, 13330.563637821662, 16641.148567209322]
[0.910146329947373, 0.8440530155878608, 0.6550548395996113, 0.5021040111005154, 0.3810715533683904, 0.28238973030383013, 0.19106535945253478, 0.09073404551551137]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.941622806914376, 0.9046104802746174, 0.818320121022674, 0.7402609576967045, 0.6696478204705641, 0.6057704364907279, 0.5479862854900421, 0.44842820346097706]
[0.9850934380853521, 0.9752793831785673, 0.9047241315891248, 0.8605463393821574, 0.818525754279696, 0.7785570395897228, 0.7405400022240315, 0.6699844104191456]
[0.9860906369990011, 0.9723747443770956, 0.9455126435024223, 0.9166371944443394, 0.8922070646990519, 0.8710385479118226, 0.8444374977929304, 0.7976279044799529]
[0.9950387454836328, 0.9838873957524966, 0.9357738715422133, 0.8598785369593257, 0.7792235404889563, 0.6874055163818841, 0.557565935877209, 0.378627644101332]
[12, 21, 36, 50, 56, 66, 78, 94]
[6, 10, 20, 30, 40, 50, 60, 80]
[112, 208, 288, 368, 480, 528, 640, 784]
[752.8507999654637, 1510.9541530541799, 2323.036474941258, 3455.649136217156, 4919.391748150834, 5696.908900459843, 7054.7225385261, 9424.09137730237]
[0.9114273253475093, 0.8474433165875165, 0.6741381851728884, 0.5379224041555984, 0.41881531417364315, 0.3288493177802789, 0.24590068940900883, 0.13383370206840034]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.941622806914376, 0.9046104802746174, 0.818320121022674, 0.7402609576967045, 0.6696478204705641, 0.6057704364907279, 0.5479862854900421, 0.44842820346097706]
[0.9850934380853521, 0.9752793831785673, 0.9047241315891248, 0.8605463393821574, 0.818525754279696, 0.7785570395897228, 0.7405400022240315, 0.6699844104191456]
[0.986090636999001, 0.9723747443770956, 0.9455126435024223, 0.9166371944443393, 0.8922070646990522, 0.8710385479118226, 0.8444374977929303, 0.7976279044799529]
[0.996439223641904, 0.9878393683890082, 0.9630352473683939, 0.9212193482962685, 0.8564028173624654, 0.8004994900394113, 0.7175861098842741, 0.558479885114956]
[7, 13, 18, 23, 30, 33, 40, 49]
[6, 10, 20, 30, 40, 50, 60, 80]
[80, 144, 224, 304, 336, 368, 464, 528]
[530.9036100055833, 1172.6227480216628, 2067.7803886461697, 3187.231170540788, 3468.2064064988026, 4204.488345793582, 5303.013854427557, 6675.816700309933]
[0.9122372612171835, 0.849721871986754, 0.6761515580207555, 0.5394392848839962, 0.4355839890218421, 0.345505565834715, 0.26350116398872425, 0.1553722319678249]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.941622806914376, 0.9046104802746174, 0.818320121022674, 0.7402609576967045, 0.6696478204705641, 0.6057704364907279, 0.5479862854900421, 0.44842820346097706]
[0.9850934380853521, 0.9752793831785673, 0.9047241315891248, 0.8605463393821574, 0.818525754279696, 0.7785570395897228, 0.7405400022240315, 0.6699844104191456]
[0.986090636999001, 0.9723747443770957, 0.9455126435024219, 0.9166371944443393, 0.8922070646990519, 0.8710385479118228, 0.8444374977929303, 0.7976279044799531]
[0.9973247049597592, 0.9904954123772785, 0.9659114366441778, 0.9238170833325164, 0.8906917745649205, 0.8410448625022323, 0.7689477230466012, 0.6483588581828003]
[5, 9, 14, 19, 21, 23, 29, 33]
[6, 10, 20, 30, 40, 50, 60, 80]
[80, 96, 176, 240, 272, 272, 320, 416]
[530.9036100055833, 748.2191462308933, 1686.4156703356578, 2483.6537432658006, 3190.021054727214, 3270.9856901836984, 3908.460080606092, 5398.571255772598]
[0.9122372612171835, 0.8520404543396831, 0.6797492207953892, 0.5478044842856906, 0.43883641712311366, 0.3568420932016969, 0.27993400718144335, 0.16552803651339248]
[1, 1, 1, 1, 1, 1, 1, 1]
[0.941622806914376, 0.9046104802746174, 0.818320121022674, 0.7402609576967045, 0.6696478204705641, 0.6057704364907279, 0.5479862854900421, 0.44842820346097706]
[0.9850934380853521, 0.9752793831785673, 0.9047241315891248, 0.8605463393821574, 0.818525754279696, 0.7785570395897228, 0.7405400022240315, 0.6699844104191456]
[0.986090636999001, 0.9723747443770957, 0.9455126435024224, 0.9166371944443393, 0.8922070646990522, 0.8710385479118226, 0.8444374977929304, 0.7976279044799531]
[0.9973247049597592, 0.9931981145902102, 0.971050851880282, 0.9381429107783802, 0.8973424114803673, 0.868640736616681, 0.8169019603825844, 0.6907384118243768]
[5, 6, 11, 15, 17, 17, 20, 26]
